n,Rewrite_for,rewriting,rewriting (vm only),cbv;rewrite_strat(bottomup),cbv;rewrite_strat(topdown),cbv;setoid_rewrite
4588,7.152,3.979,3.7,,,
4589,8.268,5.072,4.791,,,
4590,7.108,3.936,3.659,,,
4591,7.963,4.804,4.528,,,
4592,7.456,4.291,4.015,,,
4593,7.951,4.7,4.42,,,
4594,7.823,4.583,4.303,,,
4595,7.636,4.443,4.163,,,
4596,8.415,5.156,4.876,,,
4597,7.451,4.387,4.108,,,
4598,8.172,4.968,4.688,,,
4599,7.427,4.336,4.048,,,
4600,10.552,7.412,7.131,,,
4601,6.984,3.819,3.54,,,
4602,7.636,4.511,4.236,,,
4603,7.611,4.404,4.123,,,
4604,7.771,4.595,4.319,,,
4605,8.244,5.095,4.816,,,
4606,7.412,4.283,4.007,,,
4607,8.288,5.012,4.736,,,
4608,7.391,4.247,3.963,,,
4609,11.064,7.747,7.459,,,
4610,7.175,3.975,3.688,,,
4611,7.903,4.652,4.376,,,
4612,7.827,4.656,4.371,,,
4613,7.6,4.431,4.152,,,
4614,8.435,5.208,4.927,,,
4615,7.523,4.311,4.04,,,
4616,8.247,5.111,4.819,,,
4617,7.631,4.435,4.159,,,
4618,10.783,7.604,7.319,,,
4619,7.283,3.983,3.703,,,
4620,7.756,4.627,4.347,,,
4621,7.772,4.548,4.268,,,
4622,7.827,4.623,4.344,,,
4623,8.111,4.951,4.668,,,
4624,7.523,4.328,4.043,,,
4625,7.983,4.771,4.492,,,
4626,7.512,4.28,3.987,,,
4627,11.,7.708,7.431,,,
4628,7.315,4.012,3.727,,,
4629,7.852,4.652,4.368,,,
4630,7.748,4.484,4.199,,,
4631,7.763,4.427,4.148,,,
4632,8.339,5.067,4.783,,,
4633,7.559,4.268,3.987,,,
4634,8.195,5.011,4.724,,,
4635,7.564,4.26,3.979,,,
4636,11.164,8.028,7.736,,,
4637,7.315,4.092,3.807,,,
4638,7.724,4.5,4.219,,,
4639,8.12,4.823,4.54,,,
4640,7.676,4.443,4.164,,,
4641,8.036,4.743,4.46,,,
4642,7.699,4.407,4.123,,,
4643,10.036,6.747,6.463,,,
4644,7.579,4.219,3.931,,,
4645,7.96,4.716,4.424,,,
4646,7.435,4.176,3.899,,,
4647,8.083,4.879,4.587,,,
4648,7.703,4.384,4.103,,,
4649,8.211,4.992,4.707,,,
4650,7.192,4.012,3.731,,,
4651,8.447,5.159,4.879,,,
4652,7.531,4.243,3.98,,,
4653,8.084,4.812,4.523,,,
4654,7.755,4.448,4.159,,,
4655,8.031,4.8,4.503,,,
4656,8.427,5.072,4.787,,,
4657,7.703,4.351,4.064,,,
4658,7.843,4.564,4.275,,,
4659,7.736,4.444,4.164,,,
4660,10.415,7.199,6.916,,,
4661,7.064,3.879,3.592,,,
4662,8.304,5.031,4.751,,,
4663,7.311,4.152,3.863,,,
4664,8.208,4.912,4.631,,,
4665,7.636,4.376,4.092,,,
4666,8.079,4.875,4.595,,,
4667,7.979,4.708,4.423,,,
4668,7.899,4.54,4.252,,,
4669,8.54,5.244,4.951,,,
4670,7.783,4.431,4.144,,,
4671,8.268,4.992,4.708,,,
4672,7.604,4.283,4.003,,,
4673,10.74,7.536,7.244,,,
4674,7.568,4.311,4.031,,,
4675,7.568,4.311,4.032,,,
4676,8.484,5.143,4.86,,,
4677,7.623,4.431,4.143,,,
4678,8.007,4.8,4.504,,,
4679,7.655,4.396,4.115,,,
4680,11.167,7.904,7.619,,,
4681,7.191,3.927,3.648,,,
4682,8.391,5.159,4.876,,,
4683,7.435,4.224,3.939,,,
4684,8.643,5.264,4.935,,,
4685,7.783,4.451,4.159,,,
4686,8.28,5.028,4.739,,,
4687,7.975,4.579,4.292,,,
4688,8.036,4.788,4.5,,,
4689,8.371,5.064,4.78,,,
4690,7.708,4.456,4.172,,,
4691,8.087,4.824,4.536,,,
4692,7.796,4.543,4.255,,,
4693,10.667,7.416,7.131,,,
4694,7.283,4.019,3.74,,,
4695,8.539,5.159,4.875,,,
4696,7.252,4.036,3.743,,,
4697,8.404,5.012,4.728,,,
4698,7.744,4.492,4.203,,,
4699,8.119,4.796,4.512,,,
4700,8.283,4.896,4.608,,,
4701,7.788,4.492,4.199,,,
4702,8.816,5.515,5.227,,,
4703,7.775,4.5,4.2,,,
4704,8.659,5.311,5.028,,,
4705,7.872,4.463,4.18,,,
4706,11.288,7.948,7.656,,,
4707,7.335,3.963,3.679,,,
4708,8.211,4.847,4.564,,,
4709,8.031,4.619,4.328,,,
4710,8.059,4.811,4.52,,,
4711,8.395,5.132,4.84,,,
4712,7.724,4.403,4.104,,,
4713,8.375,5.011,4.724,,,
4714,10.087,4.531,4.236,,,
4715,7.956,4.692,4.395,,,
4716,7.255,3.976,3.688,,,
4717,8.224,4.976,4.691,,,
4718,7.911,4.443,4.16,,,
4719,8.075,4.78,4.484,,,
4720,7.515,4.235,3.944,,,
4721,8.371,5.084,4.788,,,
4722,7.652,4.328,4.043,,,
4723,8.239,4.868,4.583,,,
4724,7.824,4.543,4.26,,,
4725,8.332,4.971,4.672,,,
4726,7.692,4.296,4.,,,
4727,7.792,4.536,4.236,,,
4728,7.968,4.56,4.272,,,
4729,8.291,4.94,4.644,,,
4730,7.647,4.347,4.064,,,
4731,8.739,5.327,5.036,,,
4732,7.899,4.595,4.308,,,
4733,8.355,4.912,4.623,,,
4734,7.807,4.524,4.231,,,
4735,10.643,7.36,7.072,,,
4736,7.543,4.268,3.984,,,
4737,8.375,5.055,4.772,,,
4738,7.627,4.288,3.987,,,
4739,8.564,5.12,4.827,,,
4740,7.815,4.408,4.111,,,
4741,9.015,5.591,5.296,,,
4742,7.552,4.22,3.927,,,
4743,8.804,5.484,5.183,,,
4744,7.747,4.408,4.119,,,
4745,8.684,5.324,5.032,,,
4746,7.788,4.387,4.096,,,
4747,8.391,5.036,4.747,,,
4748,7.951,4.463,4.172,,,
4749,8.396,4.968,4.675,,,
4750,8.187,4.92,4.628,,,
4751,7.951,4.536,4.247,,,
4752,8.272,4.976,4.68,,,
4753,10.376,6.92,6.628,,,
4754,8.075,4.783,4.484,,,
4755,7.36,4.072,3.788,,,
4756,8.368,4.92,4.62,,,
4757,7.983,4.632,4.327,,,
4758,8.96,5.615,5.347,,,
4759,7.768,4.451,4.16,,,
4760,8.476,5.087,4.796,,,
4761,7.956,4.684,4.388,,,
4762,10.876,7.463,7.172,,,
4763,7.488,4.051,3.76,,,
4764,8.631,5.304,5.012,,,
4765,7.915,4.515,4.211,,,
4766,8.564,5.155,4.864,,,
4767,7.556,4.252,3.96,,,
4768,8.855,5.451,5.155,,,
4769,7.912,4.447,4.159,,,
4770,8.623,5.195,4.903,,,
4771,7.847,4.404,4.108,,,
4772,8.819,5.5,5.2,,,
4773,8.043,4.619,4.328,,,
4774,8.7,5.34,5.052,,,
4775,7.623,4.296,4.,,,
4776,8.876,5.52,5.224,,,
4777,7.859,4.52,4.212,,,
4778,8.631,5.339,5.048,,,
4779,7.819,4.363,4.064,,,
4780,8.763,5.288,4.992,,,
4781,7.724,4.292,3.995,,,
4782,8.568,5.152,4.855,,,
4783,7.956,4.46,4.152,,,
4784,8.447,5.079,4.783,,,
4785,8.171,4.719,4.423,,,
4786,8.531,5.12,4.816,,,
4787,8.479,5.072,4.78,,,
4788,8.26,4.863,4.567,,,
4789,8.956,5.471,5.18,,,
4790,7.936,4.575,4.275,,,
4791,8.587,5.131,4.84,,,
4792,8.015,4.627,4.324,,,
4793,11.231,7.724,7.432,,,
4794,7.523,4.136,3.84,,,
4795,8.699,5.34,5.048,,,
4796,7.92,4.42,4.128,,,
4797,8.667,5.375,5.076,,,
4798,7.752,4.28,3.987,,,
4799,8.688,5.344,5.043,,,
4800,8.155,4.603,4.307,,,
4801,8.784,5.42,5.12,,,
4802,7.788,4.344,4.039,,,
4803,8.788,5.347,5.056,,,
4804,8.068,4.612,4.319,,,
4805,8.76,5.355,5.064,,,
4806,7.88,4.471,4.171,,,
4807,8.795,5.315,5.015,,,
4808,8.132,4.731,4.427,,,
4809,8.875,5.456,5.16,,,
4810,7.811,4.435,4.139,,,
4811,8.764,5.288,4.987,,,
4812,8.087,4.551,4.252,,,
4813,8.963,5.539,5.239,,,
4814,7.788,4.376,4.075,,,
4815,8.923,5.44,5.139,,,
4816,8.036,4.612,4.311,,,
4817,8.895,5.343,5.039,,,
4818,7.884,4.355,4.051,,,
4819,9.087,5.567,5.268,,,
4820,7.927,4.492,4.195,,,
4821,9.04,5.579,5.268,,,
4822,7.747,4.379,4.084,,,
4823,8.951,5.463,5.167,,,
4824,7.927,4.536,4.235,,,
4825,9.123,5.699,5.391,,,
4826,7.971,4.487,4.191,,,
4827,8.852,5.463,5.159,,,
4828,7.96,4.528,4.231,,,
4829,8.807,5.396,5.095,,,
4830,8.052,4.5,4.2,,,
4831,8.951,5.479,5.18,,,
4832,7.879,4.46,4.159,,,
4833,8.88,5.479,5.175,,,
4834,7.98,4.644,4.331,,,
4835,8.932,5.379,5.075,,,
4836,7.955,4.512,4.204,,,
4837,8.916,5.5,5.2,,,
4838,8.191,4.711,4.412,,,
4839,8.759,5.311,5.004,,,
4840,7.943,4.495,4.191,,,
4841,8.896,5.427,5.123,,,
4842,8.128,4.644,4.34,,,
4843,8.831,5.34,5.04,,,
4844,7.796,4.387,4.079,,,
4845,8.867,5.42,5.12,,,
4846,8.296,4.724,4.423,,,
4847,8.903,5.34,5.031,,,
4848,8.036,4.524,4.216,,,
4849,8.7,5.292,4.992,,,
4850,8.104,4.623,4.324,,,
4851,8.832,5.468,5.159,,,
4852,7.959,4.387,4.087,,,
4853,9.175,5.635,5.328,,,
4854,8.159,4.547,4.247,,,
4855,9.116,5.652,5.344,,,
4856,7.895,4.404,4.099,,,
4857,8.828,5.387,5.072,,,
4858,8.144,4.667,4.367,,,
4859,8.783,5.359,5.056,,,
4860,8.051,4.472,4.172,,,
4861,8.948,5.479,5.175,,,
4862,8.095,4.632,4.331,,,
4863,8.883,5.371,5.056,,,
4864,7.976,4.412,4.095,,,
4865,8.864,5.427,5.123,,,
4866,8.099,4.611,4.312,,,
4867,8.812,5.288,4.987,,,
4868,7.967,4.575,4.276,,,
4869,9.047,5.495,5.184,,,
4870,8.148,4.551,4.247,,,
4871,9.04,5.468,5.164,,,
4872,8.183,4.684,4.376,,,
4873,8.995,5.503,5.2,,,
4874,8.132,4.627,4.324,,,
4875,8.972,5.528,5.216,,,
4876,8.259,4.7,4.383,,,
4877,9.008,5.492,5.188,,,
4878,8.156,4.572,4.247,,,
4879,9.276,5.664,5.356,,,
4880,8.199,4.692,4.387,,,
4881,9.256,5.623,5.308,,,
4882,8.1,4.619,4.312,,,
4883,8.86,5.268,4.956,,,
4884,8.247,4.6,4.295,,,
4885,8.844,5.324,5.016,,,
4886,8.144,4.584,4.263,,,
4887,9.,5.408,5.099,,,
4888,8.399,4.9,4.6,,,
4889,8.843,5.355,5.051,,,
4890,8.139,4.551,4.244,,,
4891,9.111,5.603,5.288,,,
4892,8.299,4.708,4.407,,,
4893,9.,5.483,5.175,,,
4894,8.208,4.68,4.372,,,
4895,9.136,5.579,5.26,,,
4896,8.292,4.84,4.54,,,
4897,8.787,5.247,4.94,,,
4898,8.211,4.711,4.407,,,
4899,8.823,5.324,5.015,,,
4900,8.335,4.891,4.584,,,
4901,8.648,5.139,4.827,,,
4902,8.24,4.711,4.407,,,
4903,9.355,5.72,5.412,,,
4904,8.324,4.756,4.448,,,
4905,8.855,5.38,5.063,,,
4906,8.619,5.011,4.7,,,
4907,11.759,8.279,7.972,,,
4908,7.94,4.376,4.064,,,
4909,9.092,5.515,5.208,,,
4910,8.151,4.54,4.236,,,
4911,9.039,5.504,5.192,,,
4912,8.063,4.504,4.195,,,
4913,9.439,5.844,5.523,,,
4914,8.132,4.611,4.304,,,
4915,9.027,5.572,5.259,,,
4916,8.04,4.439,4.123,,,
4917,9.223,5.624,5.307,,,
4918,8.344,4.724,4.403,,,
4919,8.9,5.363,5.056,,,
4920,8.623,5.051,4.727,,,
4921,8.515,4.963,4.652,,,
4922,9.759,6.152,5.831,,,
4923,8.412,4.824,4.512,,,
4924,9.036,5.396,5.079,,,
4925,8.456,4.783,4.468,,,
4926,12.259,8.587,8.276,,,
4927,8.204,4.607,4.288,,,
4928,8.648,4.932,4.619,,,
4929,8.743,5.083,4.775,,,
4930,8.367,4.752,4.439,,,
4931,8.855,5.247,4.924,,,
4932,8.316,4.768,4.456,,,
4933,11.547,7.888,7.563,,,
4934,7.743,4.151,3.84,,,
4935,9.387,5.835,5.516,,,
4936,8.164,4.5,4.187,,,
4937,9.18,5.472,5.159,,,
4938,8.391,4.756,4.439,,,
4939,8.9,5.247,4.936,,,
4940,9.155,5.531,5.216,,,
4941,8.291,4.651,4.328,,,
4942,9.087,5.519,5.191,,,
4943,8.632,4.935,4.623,,,
4944,12.287,8.783,8.476,,,
4945,7.8,4.335,4.012,,,
4946,9.12,5.468,5.155,,,
4947,8.412,4.824,4.504,,,
4948,9.072,5.54,5.22,,,
4949,8.416,4.816,4.5,,,
4950,8.792,5.151,4.835,,,
4951,9.227,5.528,5.216,,,
4952,8.608,4.956,4.644,,,
4953,9.103,5.572,5.244,,,
4954,8.452,4.815,4.5,,,
4955,11.576,8.019,7.703,,,
4956,8.259,4.691,4.38,,,
4957,9.344,5.755,5.443,,,
4958,8.144,4.427,4.116,,,
4959,9.296,5.731,5.416,,,
4960,8.451,4.819,4.507,,,
4961,9.056,5.404,5.087,,,
4962,8.463,4.948,4.631,,,
4963,8.84,5.168,4.851,,,
4964,9.272,5.576,5.252,,,
4965,8.412,4.851,4.536,,,
4966,9.164,5.431,5.116,,,
4967,8.463,4.887,4.572,,,
4968,12.168,8.636,8.307,,,
4969,7.871,4.288,3.963,,,
4970,9.432,5.675,5.351,,,
4971,8.436,4.84,4.515,,,
4972,9.436,5.884,5.568,,,
4973,8.188,4.471,4.155,,,
4974,9.332,5.623,5.307,,,
4975,8.5,4.867,4.548,,,
4976,8.984,5.391,5.072,,,
4977,8.58,4.948,4.632,,,
4978,8.616,4.968,4.644,,,
4979,9.471,5.84,5.512,,,
4980,8.603,4.904,4.575,,,
4981,9.5,5.851,5.536,,,
4982,8.448,4.884,4.563,,,
4983,12.391,8.684,8.352,,,
4984,8.775,5.112,4.788,,,
4985,8.52,4.844,4.528,,,
4986,9.2,5.631,5.295,,,
4987,8.404,4.876,4.556,,,
4988,9.263,5.707,5.387,,,
4989,8.695,5.056,4.723,,,
4990,11.827,8.127,7.804,,,
4991,7.868,4.244,3.919,,,
4992,9.312,5.723,5.4,,,
4993,8.567,4.923,4.603,,,
4994,9.492,5.927,5.599,,,
4995,8.244,4.595,4.279,,,
4996,9.283,5.615,5.283,,,
4997,8.564,4.78,4.455,,,
4998,9.151,5.455,5.136,,,
4999,8.747,5.011,4.695,,,
5000,8.592,4.92,4.596,,,
